69768278 A4C75AF4011AE0FBA9CF808C11A0C091DEC9E2F0 0003501D875116088FE0290DCEB2E9D8E2C676E1 http://103.242.213.115:443/data11/dn/A4C75AF4011AE0FBA9CF808C11A0C091DEC9E2F0 103.242.213.115
215133310 546D814FB55DE00F174030BB52AA34BE9E198E36 0003AC516F32E59677B9CF66C76DB14EC9EED4A5 http://103.242.213.115:443/data8/dn/546D814FB55DE00F174030BB52AA34BE9E198E36 103.242.213.115
88593872 DBC92A52AD4EA6D4C36B0558AF434D621ACB8B6B 0005D711D3BC598326EB192ABBADC92EB053A2D5 http://103.242.213.115:443/data11/dn/DBC92A52AD4EA6D4C36B0558AF434D621ACB8B6B 103.242.213.115
365246259 928B6B321592F30FD1EF8820FEC3BB6137F494F8 00085DDA500E1F289871279F218F12424FA70367 http://103.242.213.115:443/data4/dn/928B6B321592F30FD1EF8820FEC3BB6137F494F8 103.242.213.115
1048002011 25BC1AACC967256A352B5A02F331B712DB363E2D 000A01B2AB66E9E66A1E1B524A0637F522119069 http://103.242.213.115:443/data10/dn/25BC1AACC967256A352B5A02F331B712DB363E2D 103.242.213.115
207153913 535CA9725D8024F226F08F97BB223F59314E86E2 000D8A14D82A9058A2A24AE76C0128BD04A1732C http://103.242.213.115:443/data4/dn/535CA9725D8024F226F08F97BB223F59314E86E2 103.242.213.115
538000532 CBB962A7BA355C413661E4E7354A35FBB7D8D7A5 00163DC81C1DDDB186566BB5B45FF2C6211D2D6A http://103.242.213.115:443/data3/dn/CBB962A7BA355C413661E4E7354A35FBB7D8D7A5 103.242.213.115
91732168 F4ED9C43C60708313DDB14C6C3519648020F4832 001945437841909C30C747004912F9F2378E37FB http://103.242.213.115:443/data7/dn/F4ED9C43C60708313DDB14C6C3519648020F4832 103.242.213.115
173700146 D3831D9E4FD103A46980F77EFD7217821DB29A57 001A0C296CAB721B039D35605DF2E89B22E1F441 http://103.242.213.115:443/data3/dn/D3831D9E4FD103A46980F77EFD7217821DB29A57 103.242.213.115
13819835 B01BE57541C6913202E6850A6EDC3132F816EB2B 001C41A252AA0B280A254A5BEFE42B64DF5811AE http://103.242.213.115:443/data9/dn/B01BE57541C6913202E6850A6EDC3132F816EB2B 103.242.213.115
340614555 DCCD1433D9D145A0CE1ABB31D2C44456F11695BC 0020C388862A01D511EA63CF3435C612279941B8 http://103.242.213.115:443/data7/dn/DCCD1433D9D145A0CE1ABB31D2C44456F11695BC 103.242.213.115
